pid	author	authorid	useip	hit_word	context
691651		\N	\N	红卫兵	...ign=left]    如果中国再来一次义和团或红卫兵运动，如果重庆模式成为中国模式，你们能不能清醒地说...
698343		\N	\N	天朝	...有特长，没有兴趣，无法激发本身自我的欲望，又要吐槽天朝了，通过小学到高中十二年中国制教育，能找到自己特长...
704744		\N	\N	X	...笔，妙笔生花，意境深远，照应前文，升华主题，在‘我X’后面加上＊＊，胸部，臀部。。等等词汇给人无限感动...
704847		\N	\N	X	...笔，妙笔生花，意境深远，照应前文，升华主题，在‘我X’后面加上＊＊，胸部，臀部。。等等词汇给人无限感动...
706330		\N	\N	X	...吸英大法：http://yunpan.cn/QNX5bK4PKAVzk  访问密码 4ca5...
712616		\N	\N	天朝	...如果黑马都信不过，在天朝还能相信谁...
858202		\N	\N	老大	...呵呵，还好，没把我手机抢走！惹不起当兵的，因为他们老大是习 主席啊！...
859718		\N	\N	老大	...呵呵，还好，没把我手机抢走！惹不起当兵的，因为他们老大是习 主席啊！ ...[/quote]  支持一下...
873462		\N	\N	天朝	...的社会，我们应该允许别人不一样，不走主流，这恰恰是天朝最缺乏的。
877039		\N	\N	天朝	...我们伟大在天朝，等我。。。...
885740		\N	\N	404	...以上时段取得联系的方法（如qq号码）：870146404，Tel：15671640813[/color]...
901764		\N	\N	xi	...知道。但在天朝你永远看不到真相。时刻保持怀疑，警惕XiNao...
903629		\N	\N	天朝	...e]  对，人活着就是一个客服困难的过程。尤其是在天朝，更是困难模式，加油吧...
931532		\N	\N	天朝	...呵呵，在天朝应该说做“红客”...
